car_id,part,current_km,km_diff,days_diff,needs_change
19,wire_set,150739,35910,359,0
23,brake_pads,187811,2766,21,0
12,tire,152020,12048,282,0
19,air_filter,150739,27851,350,1
4,tire,121125,33319,302,0
39,brake_fluid_p,177599,28054,556,1
37,fuel_filter,108132,8696,117,0
8,fuel_filter,146737,919,38,0
4,belts_kit,121125,105814,1087,1
12,battery,152020,27778,410,0
39,tire,177599,3465,6,0
28,fuel_filter,86528,8429,324,1
23,belts_kit,187811,26097,100,0
41,brake_fluid_p,53106,10036,980,1
27,belts_kit,74028,12776,54,0
41,fuel_filter,53106,18686,719,1
30,brake_fluid_p,134022,8173,66,0
40,wire_set,100093,21458,541,1
11,timing_chain,94719,15374,96,0
33,spark_plugs,195106,19825,325,0
14,wire_set,78111,29968,509,0
26,air_filter,137216,17545,101,1
18,timing_chain,60062,38872,380,0
47,brake_fluid_p,144874,33695,146,1
2,spark_plugs,112695,10739,89,0
49,brake_fluid_p,69800,68331,862,1
20,tire,92952,42411,456,1
1,brake_fluid_r,46556,60467,424,1
35,brake_fluid_p,166942,17699,124,0
47,air_filter,144874,8552,63,0
11,spark_plugs,94719,15681,101,0
29,air_filter,90499,8544,124,0
16,spark_plugs,194937,20156,146,0
24,spark_plugs,94669,18201,435,1
15,fuel_filter,118715,22087,377,1
25,spark_plugs,115678,24697,200,0
40,belts_kit,100093,123879,409,1
31,spark_plugs,45372,89242,588,1
46,battery,43860,21130,589,1
3,timing_chain,119199,23154,308,0
50,fuel_filter,180494,62655,201,1
9,brake_fluid_p,115402,16365,515,1
16,spark_plugs,194937,17651,187,0
12,battery,152020,138695,1035,1
16,battery,194937,53402,501,1
35,brake_pads,166942,3083,11,0
32,tire,149249,13870,205,0
23,timing_chain,187811,207350,653,1
36,brake_fluid_p,68059,6722,73,0
49,belts_kit,69800,17260,486,1
24,battery,94669,53412,702,1
10,brake_pads,197159,17192,115,0
50,air_filter,180494,4724,59,0
31,belts_kit,45372,26336,193,0
46,belts_kit,43860,46755,330,1
27,tire,74028,118461,280,1
15,battery,118715,37048,274,0
10,wire_set,197159,40890,204,0
13,wire_set,87164,134490,725,1
40,belts_kit,100093,44640,466,1
36,brake_fluid_r,68059,82457,778,1
44,wire_set,109334,3181,3,0
20,air_filter,92952,6996,53,0
4,air_filter,121125,451,23,0
49,spark_plugs,69800,3702,21,0
34,air_filter,89905,37763,203,1
28,spark_plugs,86528,24915,392,1
50,timing_chain,180494,190856,577,1
8,brake_fluid_p,146737,16672,3345,1
28,wire_set,86528,54563,960,1
28,air_filter,86528,13794,333,1
46,brake_fluid_r,43860,8815,163,0
4,timing_chain,121125,13847,215,0
17,battery,133800,46098,408,0
9,brake_fluid_p,115402,17800,112,0
4,air_filter,121125,9070,45,0
46,spark_plugs,43860,21201,174,0
21,wire_set,112974,32663,471,0
41,brake_fluid_p,53106,13609,73,0
49,timing_chain,69800,160311,996,1
45,air_filter,92432,13788,35,0
18,fuel_filter,60062,10202,185,0
1,air_filter,46556,9271,172,1
14,brake_fluid_r,78111,10411,110,0
36,air_filter,68059,6669,99,0
26,brake_fluid_p,137216,21965,68,0
3,belts_kit,119199,10438,61,0
15,belts_kit,118715,47587,301,1
5,spark_plugs,107225,17142,162,0
42,air_filter,129900,6212,75,0
28,air_filter,86528,13093,300,1
33,brake_pads,195106,26139,205,1
35,wire_set,166942,78865,720,1
26,belts_kit,137216,39672,243,1
47,air_filter,144874,11559,1914,1
37,brake_pads,108132,45057,485,1
28,air_filter,86528,9757,289,1
9,spark_plugs,115402,74536,589,1
30,fuel_filter,134022,12351,93,0
23,brake_fluid_p,187811,20509,113,0
48,wire_set,122846,88932,1304,1
21,brake_pads,112974,8616,92,0
6,brake_fluid_r,166938,35922,400,1
3,brake_pads,119199,16104,365,1
44,belts_kit,109334,5904,6,0
35,timing_chain,166942,18648,196,0
30,tire,134022,37604,193,1
31,wire_set,45372,41909,509,0
11,brake_fluid_p,94719,14896,54,0
16,tire,194937,17330,114,0
11,spark_plugs,94719,17389,153,0
18,brake_pads,60062,19833,1536,1
13,fuel_filter,87164,19932,179,1
25,battery,115678,39715,433,0
34,brake_fluid_p,89905,30834,197,1
6,brake_fluid_r,166938,67231,694,1
18,brake_pads,60062,67860,850,1
47,wire_set,144874,27607,127,0
38,battery,130862,106569,1102,1
7,battery,190447,103467,1117,1
41,brake_fluid_p,53106,49148,718,1
31,belts_kit,45372,47194,623,1
50,belts_kit,180494,17389,213,0
33,tire,195106,42590,498,1
27,brake_pads,74028,47779,623,1
45,fuel_filter,92432,5648,9,0
32,belts_kit,149249,21501,755,1
22,air_filter,68094,7160,207,1
34,air_filter,89905,1257,43,0
34,battery,89905,32501,196,0
35,wire_set,166942,46794,435,0
8,belts_kit,146737,64343,875,1
34,spark_plugs,89905,30068,133,1
45,belts_kit,92432,18795,70,0
26,wire_set,137216,44677,218,0
49,brake_fluid_p,69800,83989,346,1
10,fuel_filter,197159,66310,445,1
27,battery,74028,55892,288,1
3,brake_fluid_r,119199,18985,164,0
34,battery,89905,106051,501,1
45,wire_set,92432,20105,103,0
7,battery,190447,30000,270,0
16,brake_fluid_r,194937,28856,445,1
25,fuel_filter,115678,220,22,0
22,wire_set,68094,4803,13,0
39,fuel_filter,177599,1844,14,0
25,belts_kit,115678,40500,330,1
37,air_filter,108132,30659,309,1
42,brake_fluid_r,129900,64326,880,1
45,battery,92432,20765,87,0
2,brake_fluid_p,112695,15945,441,1
47,brake_fluid_r,144874,15675,34,0
16,brake_fluid_r,194937,3428,11,0
14,belts_kit,78111,17680,312,0
9,battery,115402,134112,1501,1
46,brake_fluid_r,43860,34221,282,1
36,brake_pads,68059,28776,271,1
39,brake_fluid_r,177599,2961,18,0
50,battery,180494,4847,16,0
9,fuel_filter,115402,7292,166,0
14,timing_chain,78111,146922,774,1
1,brake_pads,46556,2885,12,0
43,wire_set,151363,21666,148,0
19,brake_fluid_p,150739,18381,161,0
6,brake_fluid_r,166938,19187,209,0
22,brake_pads,68094,8258,204,0
1,tire,46556,15953,228,0
42,battery,129900,12346,158,0
34,brake_fluid_p,89905,46501,876,1
2,tire,112695,14147,186,0
50,wire_set,180494,22745,292,0
27,belts_kit,74028,79733,1185,1
41,tire,53106,20548,101,0
48,fuel_filter,122846,10384,336,1
17,spark_plugs,133800,16294,465,1
17,spark_plugs,133800,6944,80,0
16,timing_chain,194937,138887,1591,1
17,timing_chain,133800,69736,684,1
21,brake_fluid_p,112974,31821,257,1
5,belts_kit,107225,23074,197,0
24,spark_plugs,94669,96765,676,1
31,air_filter,45372,810,38,0
48,battery,122846,46602,2011,1
6,timing_chain,166938,21192,327,0
39,tire,177599,1047,27,0
7,brake_fluid_r,190447,32672,1585,1
5,belts_kit,107225,972,29,0
15,brake_fluid_p,118715,63556,723,1
25,brake_fluid_r,115678,6165,42,0
48,brake_pads,122846,25012,753,1
30,tire,134022,23290,158,0
16,brake_pads,194937,11543,84,0
11,timing_chain,94719,145514,1305,1
36,battery,68059,38146,415,0
16,brake_pads,194937,69999,402,1
37,air_filter,108132,14467,151,1
47,spark_plugs,144874,12743,79,0
2,spark_plugs,112695,8460,28,0
15,air_filter,118715,38373,136,1
21,brake_fluid_r,112974,80243,336,1
27,brake_fluid_p,74028,30722,113,1
18,brake_fluid_r,60062,4957,30,0
1,brake_fluid_p,46556,14279,204,0
5,spark_plugs,107225,58402,596,1
14,timing_chain,78111,52055,626,1
30,spark_plugs,134022,10055,123,0
33,spark_plugs,195106,23363,249,0
33,tire,195106,17827,171,0
20,wire_set,92952,104169,855,1
38,brake_pads,130862,8630,258,0
37,wire_set,108132,53910,565,1
9,brake_fluid_r,115402,28693,697,1
3,tire,119199,14124,316,0
47,brake_pads,144874,14305,443,1
31,air_filter,45372,17056,245,1
32,spark_plugs,149249,53401,568,1
20,belts_kit,92952,33232,333,0
28,spark_plugs,86528,103307,637,1
2,air_filter,112695,50966,141,1
49,air_filter,69800,7636,86,0
50,belts_kit,180494,106495,614,1
10,brake_fluid_r,197159,35087,165,1
13,battery,87164,85803,1419,1
43,brake_pads,151363,42925,521,1
24,belts_kit,94669,4962,34,0
45,fuel_filter,92432,9120,56,0
48,battery,122846,1226,19,0
24,spark_plugs,94669,11728,143,0
33,fuel_filter,195106,4877,96,0
28,fuel_filter,86528,12604,268,0
20,brake_fluid_r,92952,66768,721,1
43,air_filter,151363,48616,95,1
47,wire_set,144874,34508,104,0
9,brake_fluid_r,115402,18503,422,1
37,belts_kit,108132,28272,199,0
42,spark_plugs,129900,97705,227,1
30,spark_plugs,134022,68890,751,1
48,wire_set,122846,133213,1310,1
44,belts_kit,109334,12670,76,0
28,brake_pads,86528,17482,397,1
30,wire_set,134022,88482,1360,1
39,brake_fluid_r,177599,9247,97,0
18,air_filter,60062,42227,340,1
40,spark_plugs,100093,6761,48,0
39,belts_kit,177599,21122,599,1
21,timing_chain,112974,13076,92,0
23,air_filter,187811,11016,81,0
1,belts_kit,46556,91108,977,1
50,battery,180494,30146,317,0
35,brake_fluid_r,166942,2161,8,0
43,battery,151363,25033,194,0
47,battery,144874,52152,213,1
50,timing_chain,180494,29054,311,0
2,brake_fluid_r,112695,63633,856,1
47,belts_kit,144874,35225,2514,1
18,fuel_filter,60062,13218,445,1
16,air_filter,194937,6360,65,0
29,battery,90499,15635,230,0
45,tire,92432,5089,16,0
50,air_filter,180494,1644,18,0
16,fuel_filter,194937,3776,24,0
18,battery,60062,38747,1746,1
50,spark_plugs,180494,13926,152,0
26,brake_pads,137216,18906,66,0
34,wire_set,89905,22724,107,0
40,belts_kit,100093,14511,196,0
38,belts_kit,130862,22504,572,1
2,battery,112695,26541,180,0
18,brake_pads,60062,8224,28,0
15,tire,118715,44759,318,1
11,brake_fluid_p,94719,102042,573,1
18,brake_fluid_p,60062,67609,558,1
23,belts_kit,187811,25039,224,0
25,fuel_filter,115678,51965,798,1
19,battery,150739,1007,11,0
13,fuel_filter,87164,19561,212,1
17,spark_plugs,133800,8337,134,0
30,wire_set,134022,27699,687,1
2,wire_set,112695,29081,170,0
26,air_filter,137216,2045,42,0
47,brake_fluid_p,144874,62873,474,1
20,brake_pads,92952,10165,60,0
15,spark_plugs,118715,31542,339,1
29,tire,90499,24493,280,0
26,brake_fluid_r,137216,26025,137,1
30,tire,134022,21067,90,0
30,wire_set,134022,16484,66,0
49,spark_plugs,69800,8172,34,0
31,timing_chain,45372,111445,1569,1
16,brake_fluid_r,194937,23828,292,1
1,timing_chain,46556,190322,622,1
10,air_filter,197159,17410,58,1
13,wire_set,87164,31615,207,0
20,timing_chain,92952,19017,248,0
12,tire,152020,27880,505,1
4,brake_fluid_r,121125,10585,153,0
50,spark_plugs,180494,17835,181,0
22,fuel_filter,68094,55532,651,1
32,wire_set,149249,134698,800,1
5,air_filter,107225,4468,9,0
3,wire_set,119199,122746,852,1
27,fuel_filter,74028,11690,45,0
34,brake_pads,89905,5073,2,0
39,brake_fluid_r,177599,16695,679,1
4,timing_chain,121125,125755,1474,1
38,spark_plugs,130862,18302,633,1
23,air_filter,187811,9017,106,0
11,timing_chain,94719,66818,245,1
9,spark_plugs,115402,3617,44,0
39,timing_chain,177599,22279,673,1
23,brake_pads,187811,12429,67,0
3,timing_chain,119199,16734,215,0
40,brake_fluid_r,100093,25289,386,1
7,brake_fluid_r,190447,27893,512,1
6,battery,166938,20353,142,0
33,brake_fluid_p,195106,2578,39,0
44,belts_kit,109334,104352,1012,1
7,brake_fluid_p,190447,8498,215,0
2,fuel_filter,112695,10451,207,0
43,brake_pads,151363,14012,29,0
25,air_filter,115678,26951,437,1
24,fuel_filter,94669,12029,459,1
43,battery,151363,150722,448,1
3,battery,119199,13728,117,0
37,air_filter,108132,4626,74,0
48,wire_set,122846,27126,215,0
5,belts_kit,107225,110389,1142,1
3,timing_chain,119199,22634,340,0
11,air_filter,94719,49501,348,1
6,wire_set,166938,29169,506,1
37,fuel_filter,108132,19309,272,1
2,air_filter,112695,33766,406,1
22,battery,68094,20910,314,0
40,air_filter,100093,23427,320,1
19,tire,150739,17931,591,1
3,wire_set,119199,89520,884,1
18,wire_set,60062,59339,245,1
41,wire_set,53106,107638,1284,1
22,timing_chain,68094,51070,381,1
40,belts_kit,100093,108426,386,1
2,battery,112695,27049,124,0
24,brake_fluid_p,94669,69002,481,1
3,brake_fluid_r,119199,95402,340,1
7,belts_kit,190447,12541,346,0
12,brake_pads,152020,57283,629,1
34,brake_fluid_r,89905,1510,20,0
25,belts_kit,115678,29437,217,0
8,tire,146737,72965,1351,1
43,air_filter,151363,4785,56,0
5,air_filter,107225,16957,188,1
45,brake_fluid_r,92432,71967,503,1
6,brake_fluid_p,166938,13270,175,0
32,brake_pads,149249,71279,277,1
15,brake_fluid_r,118715,18766,181,0
2,battery,112695,31101,664,1
26,brake_fluid_r,137216,34305,117,1
5,tire,107225,22759,312,0
40,brake_pads,100093,15049,111,0
42,battery,129900,101084,657,1
48,brake_fluid_p,122846,13440,97,0
21,tire,112974,17634,216,0
30,brake_fluid_r,134022,30697,109,1
45,belts_kit,92432,20320,60,0
7,brake_fluid_p,190447,54783,530,1
8,air_filter,146737,16989,98,1
15,brake_pads,118715,15866,196,0
45,belts_kit,92432,20008,105,0
31,fuel_filter,45372,52937,815,1
24,wire_set,94669,19202,188,0
18,brake_fluid_r,60062,25514,126,1
4,spark_plugs,121125,32014,245,1
38,tire,130862,43830,913,1
50,spark_plugs,180494,12754,172,0
2,air_filter,112695,4341,45,0
10,air_filter,197159,1522,3,0
30,spark_plugs,134022,78563,529,1
35,spark_plugs,166942,2832,23,0
17,timing_chain,133800,31271,187,0
34,brake_pads,89905,7169,6,0
50,air_filter,180494,3975,50,0
19,tire,150739,9294,92,0
32,timing_chain,149249,116760,1591,1
31,air_filter,45372,11028,148,0
35,battery,166942,24159,267,0
46,battery,43860,34026,796,1
19,timing_chain,150739,60666,780,1
20,brake_fluid_p,92952,30637,313,1
13,belts_kit,87164,22441,627,1
42,air_filter,129900,13368,126,0
50,wire_set,180494,18660,168,0
49,brake_fluid_r,69800,59429,788,1
41,tire,53106,44849,178,1
32,timing_chain,149249,28610,727,1
19,brake_fluid_r,150739,5880,54,0
25,brake_pads,115678,13523,149,0
40,brake_pads,100093,15374,114,0
45,brake_fluid_r,92432,31310,126,1
22,belts_kit,68094,21075,187,0
17,brake_fluid_p,133800,8864,80,0
8,air_filter,146737,8696,85,0
38,belts_kit,130862,42869,1590,1
19,spark_plugs,150739,102137,218,1
29,belts_kit,90499,17978,327,0
9,brake_pads,115402,16163,364,1
33,brake_fluid_p,195106,19145,258,0
39,battery,177599,124465,482,1
1,air_filter,46556,2505,18,0
18,brake_fluid_p,60062,65265,375,1
15,spark_plugs,118715,33961,302,1
43,spark_plugs,151363,8766,63,0
47,belts_kit,144874,26283,627,1
44,tire,109334,125762,687,1
46,tire,43860,12298,148,0
39,air_filter,177599,6786,212,1
23,wire_set,187811,102312,635,1
31,battery,45372,3307,26,0
25,air_filter,115678,4377,38,0
5,belts_kit,107225,36244,281,1
32,belts_kit,149249,119512,376,1
44,air_filter,109334,32057,306,1
44,brake_fluid_p,109334,56058,829,1
12,brake_fluid_p,152020,16624,372,1
38,brake_fluid_p,130862,32522,532,1
18,spark_plugs,60062,7971,41,0
49,air_filter,69800,42455,239,1
25,tire,115678,72217,855,1
35,fuel_filter,166942,11297,130,0
7,wire_set,190447,31144,706,1
17,brake_fluid_p,133800,28393,341,1
36,wire_set,68059,131302,1047,1
20,battery,92952,1295,12,0
13,belts_kit,87164,18494,185,0
21,air_filter,112974,10218,65,0
35,battery,166942,33457,395,0
9,brake_pads,115402,10703,334,1
28,brake_fluid_r,86528,20329,337,1
11,belts_kit,94719,103295,1097,1
14,timing_chain,78111,111614,1321,1
4,tire,121125,17292,538,1
12,wire_set,152020,45471,2288,1
28,brake_fluid_r,86528,32119,982,1
33,wire_set,195106,79269,1010,1
15,spark_plugs,118715,57987,890,1
37,air_filter,108132,52861,230,1
50,timing_chain,180494,62071,768,1
46,brake_pads,43860,17544,119,0
37,tire,108132,12408,98,0
13,air_filter,87164,6602,218,1
34,brake_fluid_p,89905,18457,95,0
4,timing_chain,121125,55314,556,1
37,timing_chain,108132,108083,1252,1
36,wire_set,68059,30273,443,0
28,spark_plugs,86528,2499,41,0
37,air_filter,108132,591,18,0
17,air_filter,133800,7430,63,0
12,battery,152020,4091,6,0
19,battery,150739,33699,285,0
36,belts_kit,68059,22230,481,1
32,spark_plugs,149249,11016,433,1
33,brake_pads,195106,17363,154,0
17,tire,133800,22045,207,0
5,tire,107225,27693,418,0
23,brake_pads,187811,12729,110,0
5,spark_plugs,107225,8590,55,0
16,tire,194937,37796,327,1
45,air_filter,92432,5977,149,1
30,spark_plugs,134022,53344,788,1
1,brake_fluid_r,46556,31676,456,1
37,tire,108132,15883,114,0
10,fuel_filter,197159,47070,685,1
3,brake_pads,119199,70476,288,1
47,brake_fluid_r,144874,19814,1793,1
4,brake_fluid_r,121125,1784,16,0
47,brake_pads,144874,55003,480,1
17,wire_set,133800,50479,801,1
24,brake_fluid_r,94669,17702,134,0
42,timing_chain,129900,160818,1368,1
32,timing_chain,149249,21310,326,0
25,air_filter,115678,43244,104,1
43,brake_fluid_p,151363,14871,44,0
42,brake_pads,129900,64970,596,1
49,tire,69800,21881,185,0
32,air_filter,149249,10670,249,1
5,brake_fluid_r,107225,14727,166,0
9,spark_plugs,115402,15281,179,0
18,wire_set,60062,30044,1373,1
41,wire_set,53106,26319,123,0
44,timing_chain,109334,31912,118,0
25,battery,115678,91497,1803,1
43,battery,151363,39743,246,0
6,brake_fluid_r,166938,25370,268,1
27,brake_fluid_r,74028,74677,457,1
30,battery,134022,27021,221,0
20,wire_set,92952,6827,7,0
13,air_filter,87164,8943,154,1
12,brake_pads,152020,1294,24,0
20,brake_fluid_p,92952,28534,260,1
35,fuel_filter,166942,4182,40,0
19,air_filter,150739,5267,62,0
47,air_filter,144874,41252,420,1
5,air_filter,107225,17856,140,1
24,brake_pads,94669,19407,133,0
32,fuel_filter,149249,52610,713,1
29,belts_kit,90499,65328,1214,1
21,spark_plugs,112974,58693,513,1
31,spark_plugs,45372,9762,116,0
32,spark_plugs,149249,63562,718,1
30,tire,134022,98376,721,1
40,brake_fluid_p,100093,95046,668,1
30,fuel_filter,134022,10830,62,0
12,brake_fluid_p,152020,24922,445,1
15,air_filter,118715,26833,244,1
18,tire,60062,4962,19,0
46,belts_kit,43860,44712,484,1
39,brake_fluid_p,177599,2565,7,0
2,brake_pads,112695,15079,83,0
30,air_filter,134022,4756,4,0
18,spark_plugs,60062,27408,1089,1
7,brake_pads,190447,84062,563,1
7,air_filter,190447,17249,537,1
20,spark_plugs,92952,19996,248,0
43,brake_fluid_r,151363,15251,157,0
11,spark_plugs,94719,19888,160,0
45,wire_set,92432,111916,1170,1
42,tire,129900,20142,241,0
43,brake_fluid_r,151363,10720,44,0
49,brake_fluid_r,69800,26549,299,1
4,tire,121125,13614,94,0
21,battery,112974,36010,372,0
27,brake_fluid_p,74028,19102,49,0
22,belts_kit,68094,2443,10,0
7,spark_plugs,190447,21182,759,1
16,tire,194937,27522,639,1
30,fuel_filter,134022,30546,779,1
49,tire,69800,22731,252,0
39,tire,177599,9088,362,0
20,wire_set,92952,30392,543,1
42,battery,129900,55233,457,1
45,tire,92432,29213,157,0
8,brake_pads,146737,15634,335,1
6,brake_pads,166938,12274,102,0
39,belts_kit,177599,16398,342,0
1,brake_fluid_r,46556,23815,259,1
30,fuel_filter,134022,33484,716,1
12,brake_fluid_r,152020,3400,45,0
8,brake_pads,146737,8794,1104,1
15,battery,118715,21597,382,0
35,fuel_filter,166942,22294,222,1
38,tire,130862,24457,153,0
26,wire_set,137216,77366,738,1
8,brake_fluid_r,146737,17060,218,0
35,air_filter,166942,48012,277,1
30,belts_kit,134022,18882,472,1
3,belts_kit,119199,115403,1091,1
9,spark_plugs,115402,14918,211,0
23,brake_fluid_r,187811,15045,408,1
43,brake_pads,151363,83754,406,1
5,battery,107225,59586,640,1
2,wire_set,112695,55760,308,1
6,battery,166938,26264,430,0
23,brake_pads,187811,29993,143,1
24,spark_plugs,94669,35365,364,1
26,air_filter,137216,16817,88,1
7,wire_set,190447,44521,968,1
22,battery,68094,104664,1220,1
19,battery,150739,12938,114,0
35,wire_set,166942,98801,1354,1
12,brake_pads,152020,15862,123,0
43,brake_pads,151363,16484,86,0
32,battery,149249,52108,1655,1
37,tire,108132,100769,1305,1
17,tire,133800,107065,760,1
20,belts_kit,92952,39185,403,1
31,wire_set,45372,18826,238,0
6,fuel_filter,166938,7896,317,1
36,tire,68059,12005,283,0
43,tire,151363,32552,172,0
24,air_filter,94669,15736,251,1
15,wire_set,118715,29687,621,1
27,brake_fluid_r,74028,20328,73,0
19,spark_plugs,150739,82138,805,1
50,tire,180494,22655,296,0
35,air_filter,166942,5672,48,0
16,brake_fluid_r,194937,17813,119,0
44,brake_fluid_p,109334,2198,28,0
25,spark_plugs,115678,29156,266,1
43,timing_chain,151363,165558,1414,1
12,brake_fluid_p,152020,29750,559,1
15,battery,118715,1114,28,0
4,wire_set,121125,22572,254,0
11,belts_kit,94719,31062,124,0
34,brake_pads,89905,54339,781,1
48,spark_plugs,122846,46421,522,1
39,spark_plugs,177599,9652,430,1
27,brake_fluid_p,74028,18456,124,0
18,battery,60062,34996,145,0
12,tire,152020,62188,1256,1
7,belts_kit,190447,4789,12,0
14,brake_pads,78111,23440,265,1
29,brake_pads,90499,50000,637,1
12,belts_kit,152020,25263,263,0
4,fuel_filter,121125,16059,161,0
7,tire,190447,29740,950,1
9,brake_fluid_p,115402,18593,326,1
39,tire,177599,47789,1787,1
12,wire_set,152020,29612,1089,1
19,brake_pads,150739,47839,620,1
47,brake_pads,144874,87027,547,1
48,air_filter,122846,38626,364,1
46,air_filter,43860,7276,193,1
43,belts_kit,151363,24638,121,0
16,brake_fluid_p,194937,36150,480,1
34,air_filter,89905,7323,54,0
26,brake_pads,137216,46545,663,1
16,brake_fluid_p,194937,31511,243,1
44,wire_set,109334,10665,84,0
11,timing_chain,94719,31629,918,1
20,wire_set,92952,23420,350,0
50,wire_set,180494,20781,601,1
18,spark_plugs,60062,66830,353,1
18,spark_plugs,60062,17684,1051,1
15,brake_fluid_r,118715,13762,202,0
9,brake_fluid_p,115402,10694,172,0
29,air_filter,90499,9651,86,0
10,battery,197159,88023,1002,1
47,battery,144874,142163,924,1
49,wire_set,69800,2946,5,0
17,brake_fluid_p,133800,11917,203,0
47,wire_set,144874,11354,73,0
16,tire,194937,18407,149,0
25,brake_pads,115678,8627,107,0
21,fuel_filter,112974,23293,177,1
46,brake_pads,43860,24012,311,1
18,wire_set,60062,162527,619,1
2,wire_set,112695,23959,260,0
16,air_filter,194937,9055,65,0
43,tire,151363,63899,1206,1
15,wire_set,118715,30996,166,0
45,brake_pads,92432,10294,159,0
3,battery,119199,25151,793,1
40,brake_fluid_p,100093,71948,630,1
38,belts_kit,130862,16571,166,0
7,belts_kit,190447,22046,162,0
26,brake_fluid_p,137216,52775,861,1
23,spark_plugs,187811,1711,39,0
23,brake_fluid_r,187811,15569,306,1
12,belts_kit,152020,20012,586,1
18,fuel_filter,60062,59104,183,1
32,spark_plugs,149249,77697,619,1
25,battery,115678,130323,1322,1
7,air_filter,190447,11872,623,1
37,brake_pads,108132,10148,99,0
38,fuel_filter,130862,59802,656,1
6,spark_plugs,166938,54920,789,1
21,tire,112974,34857,276,1
45,brake_pads,92432,67224,763,1
12,fuel_filter,152020,66156,478,1
9,wire_set,115402,45134,798,1
32,tire,149249,40655,1038,1
18,battery,60062,79734,1452,1
27,brake_fluid_p,74028,19129,359,1
9,tire,115402,3571,35,0
33,brake_pads,195106,8572,123,0
19,tire,150739,18364,625,1
3,air_filter,119199,5665,69,0
3,air_filter,119199,4649,84,0
12,brake_pads,152020,17495,346,1
23,brake_fluid_p,187811,61006,540,1
17,air_filter,133800,14143,119,0
13,brake_pads,87164,82544,617,1
10,tire,197159,42608,193,1
42,wire_set,129900,32360,495,1
17,timing_chain,133800,34834,549,0
4,tire,121125,72425,844,1
46,battery,43860,57835,448,1
21,wire_set,112974,31481,661,1
37,brake_fluid_r,108132,18659,138,0
26,spark_plugs,137216,61975,783,1
31,battery,45372,133827,1042,1
13,brake_fluid_p,87164,7860,101,0
3,wire_set,119199,43077,411,0
16,battery,194937,107862,1050,1
18,brake_fluid_p,60062,11191,60,0
48,fuel_filter,122846,9506,198,0
18,brake_pads,60062,27882,99,1
44,tire,109334,31061,117,0
1,timing_chain,46556,120828,1071,1
35,spark_plugs,166942,18808,313,1
47,brake_fluid_p,144874,11379,616,1
45,brake_fluid_p,92432,17594,365,1
25,spark_plugs,115678,18229,176,0
28,brake_fluid_p,86528,18273,359,1
24,spark_plugs,94669,9224,81,0
11,wire_set,94719,3349,39,0
11,brake_fluid_p,94719,83991,877,1
6,timing_chain,166938,25226,198,0
11,brake_fluid_r,94719,9035,73,0
19,brake_fluid_r,150739,11134,183,0
44,fuel_filter,109334,848,40,0
1,spark_plugs,46556,12790,416,1
8,spark_plugs,146737,30886,1055,1
50,tire,180494,16312,509,1
48,battery,122846,49111,1570,1
40,brake_fluid_r,100093,8833,67,0
15,brake_pads,118715,58716,568,1
25,battery,115678,124609,1299,1
5,spark_plugs,107225,3097,22,0
25,spark_plugs,115678,97404,364,1
10,spark_plugs,197159,2189,36,0
43,brake_pads,151363,15009,66,0
44,brake_pads,109334,14397,108,0
46,wire_set,43860,77498,1005,1
45,brake_fluid_r,92432,16203,395,1
23,battery,187811,711,16,0
46,brake_pads,43860,76721,460,1
13,brake_fluid_r,87164,11084,215,0
10,brake_pads,197159,39248,755,1
37,battery,108132,27978,435,0
33,brake_pads,195106,12877,117,0
29,brake_pads,90499,60148,719,1
6,wire_set,166938,3718,10,0
33,wire_set,195106,15573,207,0
2,battery,112695,128176,1344,1
16,tire,194937,37238,402,1
28,battery,86528,172324,1161,1
4,spark_plugs,121125,52293,771,1
36,tire,68059,17660,233,0
16,spark_plugs,194937,1944,30,0
19,air_filter,150739,12689,170,0
24,belts_kit,94669,17656,652,1
20,wire_set,92952,135946,1083,1
19,spark_plugs,150739,9209,98,0
22,brake_pads,68094,13145,175,0
45,fuel_filter,92432,2225,18,0
12,belts_kit,152020,30846,528,1
25,spark_plugs,115678,73875,881,1
1,battery,46556,14940,90,0
22,belts_kit,68094,19915,194,0
16,brake_pads,194937,5525,73,0
49,air_filter,69800,36500,442,1
14,battery,78111,27379,362,0
18,brake_pads,60062,62860,523,1
31,fuel_filter,45372,35004,569,1
5,wire_set,107225,21129,293,0
43,wire_set,151363,31313,509,1
15,timing_chain,118715,32028,498,0
17,brake_fluid_p,133800,58379,577,1
9,brake_fluid_r,115402,23592,1196,1
13,air_filter,87164,13062,116,0
22,battery,68094,51772,377,1
26,belts_kit,137216,19445,132,0
27,fuel_filter,74028,18292,139,0
24,air_filter,94669,7878,164,1
3,fuel_filter,119199,2824,8,0
46,belts_kit,43860,87566,1198,1
18,wire_set,60062,90508,1051,1
12,air_filter,152020,7303,75,0
42,brake_fluid_p,129900,75003,663,1
7,battery,190447,13481,216,0
30,brake_fluid_p,134022,19569,55,0
18,battery,60062,58887,207,1
19,belts_kit,150739,72046,999,1
38,air_filter,130862,4732,73,0
14,tire,78111,84332,1048,1
23,air_filter,187811,5235,33,0
20,air_filter,92952,15222,134,1
25,tire,115678,27624,274,0
39,timing_chain,177599,47288,1153,1
14,timing_chain,78111,186585,1337,1
33,brake_fluid_r,195106,74397,741,1
2,fuel_filter,112695,16423,96,0
32,wire_set,149249,59848,1136,1
3,fuel_filter,119199,20498,159,1
14,spark_plugs,78111,8712,90,0
19,fuel_filter,150739,12486,151,0
