car_id,part,current_km,km_diff,days_diff,needs_change,last_change_km
35,fuel_filter,113263,15930,215,0,97333.0
17,battery,117172,49423,1,0,67749.0
35,air_filter,57683,4953,240,0,52730.0
42,brake_pads,102691,19268,237,0,83423.0
24,tires,128114,52473,193,0,75641.0
19,air_filter,75444,7728,233,1,67716.0
8,air_filter,94013,7991,60,0,86022.0
31,timing_chain,45372,52832,340,1,
29,air_filter,102287,10757,127,1,91530.0
4,tires,215050,55240,499,0,159810.0
8,battery,141659,25998,551,0,115661.0
50,air_filter,180494,13884,109,0,
42,spark_plugs,66757,8511,631,0,58246.0
37,oil,202180,3345,249,1,198835.0
42,spark_plugs,113195,13463,436,0,99732.0
21,fuel_filter,105017,12669,121,0,92348.0
10,brake_pads,106202,20437,301,0,85765.0
28,brake_pads,60850,12275,26,1,48575.0
2,air_filter,126542,6095,116,0,120447.0
9,battery,146733,47508,593,0,99225.0
36,fuel_filter,112586,13568,394,1,99018.0
36,battery,69839,8963,1924,0,60876.0
12,tires,142014,45409,303,0,96605.0
7,air_filter,109055,7367,189,0,101688.0
29,fuel_filter,124064,10023,108,0,114041.0
23,spark_plugs,122502,40146,119,1,82356.0
40,battery,154492,21984,234,0,132508.0
48,brake_pads,139518,3216,96,0,136302.0
1,brake_pads,80442,33202,694,1,47240.0
28,battery,101362,29812,1033,0,71550.0
48,battery,122846,46602,2011,1,
9,brake_fluid_p,115402,18467,100,0,
41,brake_pads,68217,23488,266,1,44729.0
12,battery,152020,36094,598,0,
38,fuel_filter,79698,5332,244,0,74366.0
18,oil,83478,3068,204,0,80410.0
32,brake_pads,183195,5470,177,0,177725.0
40,brake_pads,77574,23825,452,0,53749.0
12,spark_plugs,108011,13898,240,0,94113.0
25,air_filter,68208,8139,311,0,60069.0
40,spark_plugs,76267,21108,276,0,55159.0
5,air_filter,69374,2696,145,0,66678.0
10,air_filter,32193,5777,100,0,26416.0
37,brake_fluid_r,108132,14303,177,0,
25,battery,115678,50951,638,1,
19,spark_plugs,202779,61011,5,1,141768.0
28,air_filter,92741,5171,25,0,87570.0
43,tires,119072,48932,2192,0,70140.0
37,air_filter,90607,6232,236,0,84375.0
27,spark_plugs,94017,27812,231,0,66205.0
14,wire_set,78111,81813,790,1,
23,oil,114213,4366,95,0,109847.0
37,air_filter,156144,5564,126,0,150580.0
18,fuel_filter,86610,0,281,0,86610.0
23,tires,174570,71206,210,0,103364.0
43,tires,81847,46785,1646,1,35062.0
38,tires,81419,8628,358,0,
29,brake_pads,122762,15393,564,1,107369.0
2,oil,187288,208,31,0,187080.0
4,oil,147454,5541,154,0,141913.0
27,battery,149228,67004,588,1,82224.0
38,oil,85994,3595,19,0,82399.0
18,tires,49115,57910,292,0,-8795.0
13,battery,118210,86624,547,1,31586.0
48,air_filter,100493,6149,511,0,94344.0
45,spark_plugs,146771,15772,109,0,130999.0
26,oil,80912,5225,95,1,75687.0
17,oil,123796,5733,124,1,118063.0
33,oil,172464,3196,40,0,169268.0
38,oil,140660,3573,103,0,137087.0
28,fuel_filter,91351,14419,220,0,76932.0
37,tires,143045,404,983,0,142641.0
35,battery,164110,0,449,0,164110.0
23,oil,185417,1329,38,0,184088.0
26,air_filter,104490,13514,48,1,90976.0
28,tires,175897,8551,234,0,167346.0
36,air_filter,207415,4862,59,1,202553.0
34,brake_pads,100953,18841,158,0,82112.0
1,air_filter,96135,5656,155,0,90479.0
21,oil,131315,2010,96,0,129305.0
1,oil,82810,3902,152,0,78908.0
9,air_filter,76425,9090,166,1,67335.0
11,battery,165224,43138,390,0,122086.0
49,battery,148626,71157,554,0,77469.0
21,spark_plugs,129518,36169,338,1,93349.0
35,oil,162236,3520,195,0,158716.0
41,tires,5000,52410,1838,1,-47410.0
47,air_filter,42459,2439,252,0,40020.0
27,brake_pads,76137,19810,291,0,56327.0
25,oil,146360,6704,74,1,139656.0
21,battery,151733,70771,998,1,80962.0
24,air_filter,131564,12966,382,1,
8,tires,87922,18591,1174,0,69331.0
45,brake_pads,83278,16531,237,0,66747.0
42,oil,120980,4206,158,0,116774.0
7,oil,126381,2271,132,0,124110.0
9,fuel_filter,62786,7534,311,0,55252.0
39,spark_plugs,103393,3759,196,0,99634.0
11,brake_pads,94719,15384,146,0,
33,battery,122133,23828,666,0,98305.0
35,spark_plugs,146318,23732,554,0,122586.0
50,air_filter,126316,6623,99,0,119693.0
28,battery,136305,17627,477,0,118678.0
36,spark_plugs,107966,30058,577,1,77908.0
39,spark_plugs,99041,19263,470,0,79778.0
29,battery,68862,29815,1685,1,39047.0
9,brake_pads,180360,14794,223,0,165566.0
35,battery,98674,58730,271,1,
6,battery,166938,28431,308,0,
18,spark_plugs,142041,23006,66,0,119035.0
14,battery,167515,22052,610,0,145463.0
16,battery,219229,32850,247,0,186379.0
24,battery,96816,2380,243,1,94436.0
35,fuel_filter,98674,18034,142,1,
36,spark_plugs,147023,20881,600,0,126142.0
39,tires,123392,7246,17,0,
36,fuel_filter,88117,5881,290,0,82236.0
49,tires,100006,2123,698,0,97883.0
3,tires,74286,57620,212,0,16666.0
33,air_filter,97133,6737,294,1,90396.0
44,air_filter,92765,5953,492,1,86812.0
5,oil,100487,4880,130,1,95607.0
41,tires,149039,61968,294,1,
34,air_filter,108703,7405,30,0,101298.0
14,battery,144779,23476,1375,0,121303.0
44,spark_plugs,113337,18534,143,0,94803.0
33,air_filter,114848,9756,98,0,105092.0
49,spark_plugs,125369,22826,583,0,102543.0
27,battery,105644,24707,414,0,80937.0
14,air_filter,123588,10402,78,1,113186.0
29,oil,98475,10953,79,1,87522.0
30,brake_pads,73534,681,371,0,72853.0
39,spark_plugs,35214,62019,1089,0,-26805.0
8,oil,152106,2224,116,0,149882.0
28,battery,141780,42291,1042,1,99489.0
20,tires,71494,112342,490,0,-40848.0
36,brake_pads,49277,15681,308,0,33596.0
4,air_filter,145804,8362,113,0,137442.0
42,spark_plugs,42384,39123,320,1,3261.0
32,battery,107786,43772,76,0,64014.0
43,brake_pads,189904,12566,369,0,177338.0
12,battery,115789,58717,495,1,57072.0
24,air_filter,135260,1873,80,1,133387.0
30,oil,123175,3812,109,0,119363.0
8,oil,153419,5780,77,1,147639.0
49,oil,107670,1841,231,1,105829.0
9,battery,149080,5623,1899,0,143457.0
38,battery,106397,27608,863,0,78789.0
29,oil,137672,4171,136,1,133501.0
22,battery,118111,18879,716,0,99232.0
16,oil,142551,4011,105,0,138540.0
37,battery,127047,41193,922,0,85854.0
38,tires,93013,55825,1,0,37188.0
37,spark_plugs,171704,24703,452,0,147001.0
2,battery,135303,33047,796,0,102256.0
48,oil,121131,3164,113,0,117967.0
13,air_filter,121617,9481,227,1,112136.0
6,air_filter,98144,2391,177,1,95753.0
44,air_filter,74399,3532,353,0,70867.0
36,spark_plugs,103145,11051,508,1,92094.0
19,brake_pads,72763,25816,48,1,
25,brake_pads,96047,13119,378,1,82928.0
28,tires,116082,45885,951,0,70197.0
43,brake_pads,47209,21386,362,1,25823.0
7,battery,131311,11433,155,0,119878.0
21,fuel_filter,187362,1943,253,0,185419.0
31,fuel_filter,79889,8963,298,0,70926.0
35,fuel_filter,111429,10685,83,0,100744.0
37,battery,121401,80017,771,1,41384.0
38,brake_pads,116464,16012,16,0,100452.0
16,tires,138941,25881,1080,0,113060.0
25,brake_pads,78852,18553,206,1,60299.0
20,oil,37327,1234,65,0,36093.0
43,oil,100172,5572,246,1,
21,tires,104718,44071,730,0,60647.0
2,spark_plugs,149281,38339,550,1,110942.0
22,brake_pads,51762,24726,270,1,27036.0
19,spark_plugs,77808,18006,1034,0,59802.0
28,battery,107047,30727,641,0,76320.0
25,battery,54950,37982,644,0,16968.0
30,fuel_filter,140932,11905,129,0,129027.0
13,brake_pads,38385,12362,181,0,26023.0
21,air_filter,54115,8879,101,0,
38,battery,99106,26333,563,0,72773.0
45,spark_plugs,132793,18801,390,0,113992.0
12,spark_plugs,84876,19881,698,0,64995.0
19,brake_pads,84246,16671,933,1,67575.0
36,air_filter,148681,11544,62,1,137137.0
23,brake_pads,8129,40813,107,1,-32684.0
17,battery,104705,38706,177,0,65999.0
41,spark_plugs,53106,15405,434,1,
38,spark_plugs,173773,18555,1172,1,155218.0
43,oil,101012,5869,164,1,95143.0
22,brake_pads,105707,7114,343,0,98593.0
48,wire_set,122846,97923,1136,1,
38,spark_plugs,108533,27198,1,0,81335.0
48,tires,131379,88402,769,1,42977.0
32,air_filter,69640,12464,106,0,57176.0
1,brake_pads,90064,10374,555,0,79690.0
8,tires,66710,38796,510,0,27914.0
11,battery,113310,51995,204,1,
19,brake_pads,150739,13822,175,0,
12,air_filter,147252,8930,122,0,138322.0
50,tires,133408,43206,1305,0,90202.0
3,spark_plugs,129856,47700,290,0,82156.0
40,battery,111002,38407,486,0,72595.0
6,battery,153349,34160,1,0,119189.0
38,spark_plugs,89018,9837,332,0,79181.0
34,oil,171154,2480,32,0,168674.0
15,spark_plugs,84936,24509,526,0,60427.0
1,belts_kit,46556,1385,5,0,
15,tires,70073,55668,1216,1,14405.0
39,battery,29217,30752,165,0,-1535.0
29,fuel_filter,112159,7173,361,1,104986.0
10,fuel_filter,43894,12153,287,0,31741.0
23,tires,99788,41808,246,0,57980.0
46,tire,43860,1356,39,0,
17,oil,154387,3763,33,0,150624.0
28,air_filter,150633,9618,328,1,141015.0
11,oil,184975,1361,75,0,183614.0
36,tire,68059,127307,684,1,
22,air_filter,116087,4171,92,0,111916.0
38,battery,100134,31098,1,0,69036.0
4,tires,117706,59665,8,1,
45,battery,70802,37770,1284,1,33032.0
26,air_filter,85640,6241,35,0,79399.0
21,brake_fluid_r,112974,2140,5,0,
29,air_filter,120390,6772,236,1,113618.0
33,spark_plugs,73453,32715,262,1,
50,brake_pads,109277,35853,590,1,73424.0
16,battery,180641,75912,859,1,104729.0
29,oil,82044,3328,64,0,78716.0
11,oil,188686,4449,127,1,184237.0
20,air_filter,61758,974,296,0,60784.0
20,spark_plugs,61111,20415,274,0,40696.0
32,battery,66346,28755,785,1,37591.0
8,tires,74129,128286,1427,1,-54157.0
48,tires,77363,64849,151,0,12514.0
27,brake_pads,72164,12612,183,0,59552.0
40,oil,166397,3223,53,0,163174.0
43,air_filter,77194,8065,56,0,69129.0
31,battery,45453,52549,1003,1,-7096.0
15,brake_pads,104433,10478,238,0,93955.0
32,brake_pads,127809,15934,308,1,111875.0
14,oil,58116,1151,52,0,56965.0
24,tires,46454,40835,1423,0,5619.0
39,tires,163435,13348,337,1,150087.0
23,spark_plugs,66498,19315,439,0,47183.0
22,oil,5000,8826,147,1,-3826.0
22,spark_plugs,101804,18231,125,0,83573.0
21,spark_plugs,76085,26792,597,1,49293.0
40,oil,100884,1067,113,0,99817.0
25,spark_plugs,173530,32256,615,1,141274.0
9,spark_plugs,115402,19312,345,0,
11,tires,80723,58499,988,1,22224.0
17,oil,107388,5501,74,1,101887.0
13,tires,83063,34075,439,1,48988.0
5,fuel_filter,78921,8361,249,0,70560.0
43,oil,153600,1873,43,0,151727.0
15,fuel_filter,103570,42600,384,1,60970.0
49,battery,149155,38976,1012,1,110179.0
5,spark_plugs,137322,11357,1005,0,125965.0
33,air_filter,152664,6980,125,0,145684.0
32,tires,67711,72002,1515,1,-4291.0
3,brake_fluid_p,119199,9806,91,0,
49,battery,97472,25689,63,0,71783.0
4,spark_plugs,31272,31766,834,1,-494.0
30,wire_set,134022,56009,328,1,
44,battery,84778,64727,1248,1,20051.0
37,oil,138752,1660,71,0,137092.0
9,battery,105971,62668,47,0,43303.0
30,air_filter,40669,12053,192,1,28616.0
22,tires,106232,40190,1899,0,66042.0
36,fuel_filter,86516,7064,267,0,79452.0
18,oil,128895,2271,36,0,126624.0
33,oil,120799,536,82,0,120263.0
2,battery,78498,52045,521,1,26453.0
30,oil,122787,4831,79,0,117956.0
16,spark_plugs,148301,26107,259,0,122194.0
46,brake_pads,110712,13403,369,0,97309.0
46,air_filter,127764,4512,323,0,123252.0
50,brake_pads,108762,13268,235,1,95494.0
4,belts_kit,121125,39876,381,1,
12,tires,106378,31893,1162,0,74485.0
11,brake_pads,125351,22562,320,1,102789.0
8,spark_plugs,168189,30021,749,1,138168.0
45,belts_kit,92432,18854,69,0,
29,fuel_filter,108116,12189,233,0,95927.0
14,air_filter,129281,6429,1,1,122852.0
18,spark_plugs,127542,14226,978,0,113316.0
24,fuel_filter,92321,18250,36,0,74071.0
17,battery,55180,20763,750,0,34417.0
1,battery,43686,37951,475,0,5735.0
6,air_filter,141260,7960,132,0,133300.0
11,spark_plugs,78274,26135,613,0,52139.0
26,battery,147697,35979,634,0,111718.0
41,spark_plugs,126538,35781,786,1,90757.0
11,tires,34637,31820,513,0,2817.0
43,tires,100172,31174,334,0,
44,tires,159685,122983,131,1,36702.0
5,oil,119563,0,16,0,119563.0
2,oil,64242,3041,89,0,61201.0
48,oil,103325,4503,151,1,98822.0
26,battery,118669,14494,619,1,104175.0
30,tires,136570,56579,465,0,79991.0
17,brake_pads,121254,4158,795,1,117096.0
25,brake_fluid_p,115678,67593,587,1,
12,air_filter,141988,5787,110,0,136201.0
35,air_filter,107968,5390,185,0,102578.0
2,oil,58673,3351,86,1,55322.0
20,oil,113663,3113,80,0,110550.0
44,brake_pads,69793,50083,283,0,19710.0
31,brake_pads,127506,4648,555,0,122858.0
50,battery,136688,40066,1195,1,96622.0
30,air_filter,55083,7127,253,1,47956.0
36,oil,119183,3843,42,0,115340.0
35,brake_pads,80448,22808,103,0,57640.0
50,tires,118245,34401,323,1,83844.0
33,tires,57756,29735,1127,0,28021.0
40,oil,182391,8208,93,1,174183.0
35,battery,112422,52825,694,0,59597.0
12,oil,169799,5054,18,0,164745.0
2,air_filter,130698,8083,273,0,
31,fuel_filter,49936,14053,211,0,35883.0
6,brake_pads,84453,6933,1,0,77520.0
32,air_filter,111995,4788,228,0,107207.0
47,air_filter,148135,14948,394,1,
4,battery,48985,39137,922,0,9848.0
24,belts_kit,94669,11894,134,0,
34,tires,74340,40874,1054,0,33466.0
18,spark_plugs,140737,22069,414,0,118668.0
24,fuel_filter,162315,8796,428,0,153519.0
45,battery,108981,38655,1092,1,70326.0
1,battery,136878,55244,606,0,81634.0
41,spark_plugs,134282,11786,833,0,122496.0
46,air_filter,94911,7849,136,0,87062.0
7,oil,92712,6987,98,0,85725.0
3,oil,136162,1195,98,0,134967.0
44,spark_plugs,118373,44570,824,1,73803.0
1,oil,158829,5928,158,1,152901.0
5,oil,92746,4326,52,0,88420.0
4,fuel_filter,61697,16918,319,1,44779.0
3,oil,140544,5375,119,1,135169.0
9,air_filter,110139,976,176,0,109163.0
11,tires,135993,44533,88,0,91460.0
2,tires,87268,27412,554,0,59856.0
27,air_filter,74028,12953,39,0,
49,oil,174931,2734,83,0,172197.0
39,spark_plugs,120959,10338,667,0,110621.0
29,air_filter,51929,6738,88,1,45191.0
27,tires,140883,29191,1080,0,111692.0
47,fuel_filter,146147,20253,145,1,125894.0
33,brake_pads,98347,10679,57,0,87668.0
28,battery,120712,25481,682,0,95231.0
16,air_filter,78389,12864,61,1,65525.0
35,tires,137924,70391,526,1,67533.0
30,brake_pads,76162,8860,640,0,67302.0
45,spark_plugs,118884,23566,683,0,95318.0
10,fuel_filter,157279,23805,152,1,133474.0
14,fuel_filter,112590,4889,74,0,107701.0
39,tires,116724,110692,702,1,6032.0
35,brake_pads,47923,6669,308,0,41254.0
16,spark_plugs,53819,33394,121,0,20425.0
31,spark_plugs,42085,27452,1163,1,14633.0
29,fuel_filter,138905,16500,161,0,122405.0
27,fuel_filter,139882,13660,566,1,126222.0
49,battery,84317,34435,1,1,49882.0
2,battery,91831,61840,328,1,29991.0
45,spark_plugs,128159,69771,388,1,58388.0
48,spark_plugs,129401,33826,296,1,
41,battery,134315,77143,1,1,57172.0
10,brake_pads,136785,14972,286,0,121813.0
42,air_filter,111264,5112,73,0,106152.0
5,brake_pads,140459,9287,216,0,131172.0
20,air_filter,150218,4508,170,0,145710.0
38,fuel_filter,68794,9959,221,0,58835.0
46,brake_pads,104894,49473,377,1,55421.0
16,fuel_filter,114248,5587,179,0,108661.0
33,tires,110422,49031,1393,0,61391.0
5,air_filter,114430,5213,332,1,109217.0
3,air_filter,100860,4779,328,0,96081.0
15,oil,141782,2195,75,0,139587.0
22,spark_plugs,166836,63054,1071,1,103782.0
28,brake_pads,80792,32939,94,0,47853.0
37,air_filter,50051,2998,34,0,47053.0
42,tires,97138,92700,556,1,4438.0
17,tires,151238,63201,231,0,88037.0
13,tires,150404,58760,1636,1,91644.0
36,spark_plugs,156764,29561,839,1,127203.0
33,battery,78700,27050,58,0,51650.0
16,battery,77008,1560,250,0,
22,battery,56340,54509,1072,1,1831.0
13,brake_pads,93510,20386,559,1,73124.0
6,tires,123445,57152,2733,1,66293.0
36,brake_pads,100405,46551,133,1,53854.0
6,spark_plugs,138502,8690,17,0,
2,brake_pads,94891,15551,437,0,79340.0
24,oil,163271,1391,90,0,161880.0
8,spark_plugs,111164,17215,235,1,93949.0
10,spark_plugs,103262,6175,629,0,97087.0
11,air_filter,97886,2446,164,0,95440.0
15,brake_pads,161199,8456,94,0,152743.0
10,air_filter,90443,4249,218,0,86194.0
42,tires,73547,47478,386,0,
22,battery,68909,87041,875,0,-18132.0
16,tires,106625,85364,972,1,21261.0
26,fuel_filter,137897,24011,149,1,113886.0
11,spark_plugs,84181,3840,272,0,80341.0
9,tires,69159,62945,885,1,6214.0
44,brake_pads,109154,16067,1,0,93087.0
43,spark_plugs,113661,17179,1079,1,96482.0
19,oil,98069,3909,15,0,94160.0
16,spark_plugs,50413,19860,609,0,30553.0
10,air_filter,197159,23113,327,1,
2,spark_plugs,130698,33163,32,1,
34,fuel_filter,83610,8501,115,0,75109.0
45,belts_kit,92432,14122,49,0,
47,fuel_filter,154211,9827,520,0,144384.0
35,fuel_filter,179712,11215,75,0,168497.0
44,fuel_filter,104736,6171,565,0,98565.0
27,fuel_filter,139189,9202,540,0,129987.0
5,spark_plugs,45102,18433,524,0,26669.0
35,air_filter,57647,5824,284,0,51823.0
47,spark_plugs,81341,26671,607,0,54670.0
33,tires,41175,66451,872,0,-25276.0
17,spark_plugs,152018,17579,605,0,134439.0
10,air_filter,87697,3200,173,0,84497.0
47,tires,107853,27193,134,0,80660.0
45,brake_pads,79497,23613,279,1,55884.0
39,spark_plugs,101106,1968,281,0,99138.0
47,tires,148135,9640,35,0,
21,spark_plugs,52603,22201,539,0,30402.0
34,fuel_filter,12334,2621,160,0,9713.0
11,air_filter,96601,2750,230,0,93851.0
37,oil,137579,1339,146,0,136240.0
41,air_filter,132706,3686,244,1,129020.0
1,brake_pads,129823,3717,219,0,126106.0
17,fuel_filter,93424,14439,64,0,78985.0
22,air_filter,137178,25015,395,1,112163.0
5,battery,107225,18509,171,0,
49,battery,61576,123086,997,1,-61510.0
7,oil,61624,2057,97,0,59567.0
4,spark_plugs,62462,27534,1126,1,34928.0
4,air_filter,93129,3641,104,0,89488.0
47,brake_pads,76528,26032,179,1,50496.0
40,battery,154672,62150,652,1,92522.0
3,battery,124508,45847,1021,1,78661.0
5,air_filter,104221,11951,57,1,92270.0
15,oil,149567,3093,80,0,146474.0
3,battery,141005,12453,511,0,128552.0
27,tires,110663,31149,1688,0,79514.0
33,fuel_filter,164308,14651,252,0,149657.0
3,brake_fluid_r,119199,19046,203,0,
19,oil,110297,2391,33,0,107906.0
22,wire_set,68094,77115,1143,1,
32,spark_plugs,71098,14406,567,1,56692.0
16,battery,141301,18879,932,0,122422.0
36,belts_kit,68059,129341,729,1,
18,battery,98159,10986,703,0,87173.0
23,brake_pads,215879,29121,358,1,186758.0
46,oil,126610,3099,38,0,123511.0
14,brake_pads,121904,10280,229,0,111624.0
25,battery,146721,41621,508,0,105100.0
10,fuel_filter,86411,6331,256,0,80080.0
29,battery,125556,25134,811,0,100422.0
40,tires,44124,48395,943,0,-4271.0
47,brake_pads,85646,36541,211,1,49105.0
14,oil,5000,6006,81,1,-1006.0
46,battery,68984,22254,693,0,46730.0
24,air_filter,104920,6990,189,0,97930.0
28,oil,149269,2757,197,1,146512.0
28,brake_pads,111657,3842,529,1,107815.0
43,oil,48314,3216,100,0,45098.0
31,fuel_filter,115980,10645,490,1,105335.0
46,fuel_filter,91356,9760,476,0,81596.0
8,brake_pads,150223,24304,31,0,125919.0
42,fuel_filter,68739,15631,298,1,53108.0
40,fuel_filter,50752,14774,314,0,
9,oil,146301,5131,91,1,141170.0
32,fuel_filter,57393,14507,317,0,42886.0
11,spark_plugs,75934,25374,887,1,50560.0
15,oil,95106,6830,272,1,
41,tires,80451,29739,578,0,50712.0
24,fuel_filter,101622,18988,203,1,82634.0
13,fuel_filter,141290,18612,240,1,122678.0
36,tires,57832,28508,1255,0,29324.0
23,spark_plugs,113737,17213,237,0,96524.0
40,tires,95750,53676,1633,1,42074.0
44,brake_pads,74687,26237,474,0,48450.0
11,air_filter,170380,8818,248,0,161562.0
8,wire_set,146737,37431,6245,1,
9,air_filter,128758,7185,381,1,121573.0
3,oil,125213,4212,39,0,121001.0
12,air_filter,125833,4002,257,0,121831.0
20,fuel_filter,146120,19699,239,1,126421.0
7,oil,125903,5557,101,1,120346.0
32,brake_pads,111479,8299,167,0,103180.0
30,oil,55451,3502,57,0,51949.0
5,tires,79232,53603,677,0,25629.0
18,brake_pads,40278,31348,297,1,8930.0
6,air_filter,164061,5903,176,0,158158.0
35,air_filter,33114,921,211,0,32193.0
32,spark_plugs,116151,24159,130,0,91992.0
7,spark_plugs,137763,9948,639,0,127815.0
10,tires,123731,58736,517,0,64995.0
16,air_filter,158028,14657,130,1,143371.0
43,fuel_filter,36357,20177,457,1,16180.0
17,air_filter,69003,5423,113,0,63580.0
4,air_filter,96597,3427,95,1,93170.0
17,spark_plugs,86908,6749,419,0,80159.0
46,fuel_filter,38199,21018,320,1,17181.0
42,fuel_filter,157836,18680,101,0,139156.0
23,fuel_filter,135304,7333,227,0,127971.0
44,battery,140837,0,1180,0,140837.0
21,battery,147839,44505,91,0,103334.0
33,brake_pads,73453,20869,319,1,
21,air_filter,80409,7602,300,1,72807.0
15,fuel_filter,146905,12313,226,0,134592.0
34,fuel_filter,50519,12188,445,1,38331.0
43,brake_pads,47073,10180,706,0,36893.0
50,brake_pads,98460,20039,423,1,78421.0
36,fuel_filter,125932,9275,532,0,116657.0
19,oil,96454,1875,87,0,94579.0
21,fuel_filter,150753,1282,264,0,149471.0
10,battery,113215,37701,119,0,75514.0
37,battery,77877,51780,251,0,26097.0
21,air_filter,97521,11546,222,1,85975.0
23,battery,100723,24087,692,0,76636.0
38,brake_pads,79994,14539,202,1,65455.0
24,battery,98049,80967,915,1,17082.0
22,fuel_filter,63852,18576,145,1,45276.0
9,fuel_filter,98922,14704,347,1,84218.0
47,air_filter,83000,1664,21,0,81336.0
49,wire_set,69800,30393,247,0,
17,air_filter,170128,4592,367,1,165536.0
13,tires,100414,52776,1808,1,47638.0
36,tires,96735,77391,908,1,19344.0
10,fuel_filter,214666,9931,365,0,204735.0
38,oil,142406,4080,1,1,138326.0
18,air_filter,118036,4656,55,0,113380.0
37,tires,91369,49609,1390,1,41760.0
38,fuel_filter,73983,28084,8,1,45899.0
11,air_filter,149876,3937,211,0,145939.0
45,air_filter,85751,5414,133,0,80337.0
50,battery,88728,33039,784,0,55689.0
9,fuel_filter,101925,29042,616,1,72883.0
40,fuel_filter,185333,5311,447,0,180022.0
1,oil,151389,4106,71,0,147283.0
37,air_filter,118419,7094,161,0,111325.0
49,oil,51671,11664,36,1,40007.0
15,fuel_filter,45310,14885,64,0,30425.0
16,brake_pads,194937,15349,212,0,
37,spark_plugs,160553,25467,519,0,135086.0
19,tires,98051,61944,806,0,36107.0
18,spark_plugs,157255,12647,108,0,144608.0
48,brake_pads,143712,12561,330,0,131151.0
25,battery,115678,91497,1803,1,
41,battery,150777,44659,888,1,106118.0
38,fuel_filter,95792,6966,307,0,88826.0
23,brake_pads,175671,3259,515,1,172412.0
13,oil,123402,6774,44,1,116628.0
3,tires,167384,41411,1467,0,125973.0
27,brake_pads,31203,16406,386,1,14797.0
36,air_filter,92644,9008,178,1,83636.0
20,spark_plugs,123562,25995,1075,1,97567.0
6,oil,60713,2077,162,0,58636.0
18,spark_plugs,120150,30239,384,0,89911.0
14,battery,134383,14891,1143,0,119492.0
18,tires,41029,54052,813,0,-13023.0
21,battery,67630,63795,284,1,3835.0
28,brake_fluid_r,86528,9496,321,1,
24,air_filter,27932,4904,146,1,23028.0
22,spark_plugs,148443,10609,72,0,137834.0
10,battery,162825,17052,516,0,145773.0
43,spark_plugs,130274,24036,497,0,106238.0
5,tires,43833,47514,873,0,-3681.0
36,tires,133877,54784,486,0,79093.0
32,air_filter,5000,6151,234,1,-1151.0
20,tires,64982,44804,556,1,20178.0
19,spark_plugs,105284,4187,925,0,101097.0
14,air_filter,97474,5390,68,0,92084.0
12,tires,150233,6571,416,0,143662.0
39,oil,95352,5603,46,0,89749.0
50,oil,130779,3633,75,0,127146.0
16,brake_pads,205430,19044,339,0,186386.0
12,spark_plugs,79764,10232,841,0,69532.0
3,spark_plugs,171312,30837,1112,1,140475.0
50,brake_pads,93106,19296,235,0,73810.0
3,oil,124537,6322,52,1,118215.0
26,battery,124342,26213,322,1,98129.0
16,air_filter,74379,4264,161,1,70115.0
47,brake_pads,157928,38144,455,1,119784.0
14,spark_plugs,78111,13745,183,0,
49,brake_pads,138602,10295,794,1,128307.0
40,air_filter,93356,6805,424,1,86551.0
17,spark_plugs,157873,41339,894,0,116534.0
3,tires,89260,50326,685,1,38934.0
41,fuel_filter,83154,5894,209,0,77260.0
3,tires,132243,82181,1299,0,50062.0
15,battery,143574,27108,598,0,116466.0
12,spark_plugs,100933,21478,598,0,79455.0
41,spark_plugs,81561,27410,235,0,54151.0
35,brake_pads,112104,2877,222,0,109227.0
50,spark_plugs,81377,7025,907,0,74352.0
14,tires,63423,65354,2225,1,-1931.0
36,brake_pads,90715,0,513,0,90715.0
5,tires,93681,52694,1003,0,40987.0
36,air_filter,118674,13918,96,1,104756.0
6,fuel_filter,166622,20657,332,1,145965.0
33,air_filter,118835,7887,267,1,110948.0
26,fuel_filter,85319,24051,78,1,61268.0
7,air_filter,154221,7686,264,1,146535.0
27,spark_plugs,88626,37618,581,1,51008.0
40,spark_plugs,103994,25438,944,1,78556.0
18,fuel_filter,67639,2794,249,0,
29,air_filter,89326,5590,139,0,83736.0
23,battery,98060,22421,1422,0,75639.0
49,battery,90892,35361,9,0,55531.0
4,oil,81314,11941,87,1,69373.0
17,battery,127684,34175,155,0,93509.0
48,oil,107150,2748,55,0,104402.0
7,oil,74555,5172,81,0,69383.0
35,fuel_filter,33705,9635,55,0,24070.0
2,air_filter,150649,8636,429,0,142013.0
7,spark_plugs,171361,29114,161,0,142247.0
26,brake_pads,165753,18337,259,0,147416.0
48,battery,128257,14493,260,0,113764.0
15,brake_pads,153371,10516,926,1,142855.0
44,tires,124613,97966,1388,1,26647.0
49,fuel_filter,97167,16734,151,0,80433.0
22,spark_plugs,121884,26542,1,0,95342.0
48,tires,138129,26343,1629,0,111786.0
16,fuel_filter,176540,846,272,0,175694.0
47,battery,31406,32008,176,0,-602.0
49,air_filter,69800,37519,325,1,
34,battery,73451,21675,621,0,51776.0
39,oil,88319,1709,45,0,86610.0
46,spark_plugs,71070,42961,468,1,28109.0
12,brake_pads,89063,3344,258,0,85719.0
16,air_filter,135499,4566,1,0,130933.0
18,tires,142013,28183,667,0,113830.0
18,battery,79428,24651,503,0,54777.0
41,tires,152145,56317,929,0,95828.0
39,tires,54674,45753,1133,0,8921.0
8,brake_pads,165141,39453,454,1,125688.0
35,battery,122559,32966,882,0,89593.0
47,air_filter,182613,6103,165,0,176510.0
45,air_filter,89703,9571,37,0,80132.0
